"year","month","start station id","start station name","start station latitude","start station longitude","num_trips"
"2018","01","3346","Berkeley Pl & 7 Ave","40.675146838709786","-73.97523209452629","775"
"2018","01","3151","E 81 St & York Ave","40.7728384","-73.94989233","770"
"2018","01","3136","5 Ave & E 63 St","40.766368","-73.971518","769"
"2018","01","349","Rivington St & Ridge St","40.71850211","-73.98329859","769"
"2018","01","321","Cadman Plaza E & Red Cross Pl","40.69991755","-73.98971773","759"
"2018","01","3351","E 102 St & 1 Ave","40.7869946","-73.94164802","757"
"2018","01","274","Lafayette Ave & Fort Greene Pl","40.68691865","-73.976682","755"
"2018","01","437","Macon St & Nostrand Ave","40.6809833854","-73.9500479759","753"
"2018","01","3113","Greenpoint Ave & Manhattan Ave","40.73026","-73.95394","746"
"2018","01","3486","Schermerhorn St & Bond St","40.688417427540834","-73.98451656103134","746"
"2018","01","416","Cumberland St & Lafayette Ave","40.68753406","-73.97265183","732"
"2018","01","3078","Broadway & Roebling St","40.70924826276157","-73.96063148975372","732"
"2018","01","3286","E 89 St & 3 Ave","40.7806284","-73.9521667","726"
"2018","01","392","Jay St & Tech Pl","40.695065","-73.987167","726"
"2018","01","3129","Queens Plaza North & Crescent St","40.75110165","-73.94073717","721"
"2018","01","3135","E 75 St & 3 Ave","40.77112927","-73.95772297","721"
"2018","01","3145","E 84 St & Park Ave","40.77862688","-73.95772073","718"
"2018","01","360","William St & Pine St","40.70717936","-74.00887308","717"
"2018","01","3336","E 97 St & Madison Ave","40.787801","-73.953559","712"
"2018","01","3146","E 81 St & 3 Ave","40.77573034","-73.9567526","712"
"2018","01","3420","Douglass St & 3 Ave","40.6802133","-73.98432695","706"
"2018","01","454","E 51 St & 1 Ave","40.75455731","-73.96592976","704"
"2018","01","3242","Schermerhorn St & Court St","40.69102925677968","-73.99183362722397","703"
"2018","01","3462","E 44 St & 2 Ave","40.75118387463277","-73.97138714790344","699"
"2018","01","3368","5 Ave & 3 St","40.6728155","-73.98352355","696"
"2018","01","516","E 47 St & 1 Ave","40.75206862","-73.96784384","693"
"2018","01","3106","Driggs Ave & N Henry St","40.72325","-73.94308","690"
"2018","01","3290","E 89 St & York Ave","40.7779453","-73.946041","690"
"2018","01","3238","E 80 St & 2 Ave","40.77391390238118","-73.9543953537941","690"
"2018","01","3383","Cathedral Pkwy & Broadway","40.804213","-73.96699104","687"
