"year","month","end station id","end station name","end station latitude","end station longitude","num_trips"
"2018","01","411","E 6 St & Avenue D","40.72228087","-73.97668709","950"
"2018","01","259","South St & Whitehall St","40.70122128","-74.01234218","947"
"2018","01","340","Madison St & Clinton St","40.71269042","-73.98776323","945"
"2018","01","3155","Lexington Ave & E 63 St","40.76440023","-73.96648977","940"
"2018","01","391","Clark St & Henry St","40.69760127","-73.99344559","934"
"2018","01","3092","Berry St & N 8 St","40.7190095","-73.95852515","931"
"2018","01","3314","W 95 St & Broadway","40.7937704","-73.971888","929"
"2018","01","532","S 5 Pl & S 5 St","40.710451","-73.960876","925"
"2018","01","291","Madison St & Montgomery St","40.713126","-73.984844","921"
"2018","01","217","Old Fulton St","40.70277159","-73.99383605","918"
"2018","01","3305","E 91 St & 2 Ave","40.78112229934166","-73.94965589046478","915"
"2018","01","3134","3 Ave & E 62 St","40.76312584","-73.96526895","907"
"2018","01","473","Rivington St & Chrystie St","40.72110063","-73.9919254","901"
"2018","01","3160","Central Park West & W 76 St","40.77896784","-73.97374737","887"
"2018","01","3162","W 78 St & Broadway","40.78339981","-73.98093133","886"
"2018","01","3232","Bond St & Fulton St","40.68962188790333","-73.98304268717766","880"
"2018","01","3507","Park Ave & E 124 St","40.8045555","-73.9396861","879"
"2018","01","534","Water - Whitehall Plaza","40.70255065","-74.0127234","879"
"2018","01","3243","E 58 St & 1 Ave","40.75892386377695","-73.96226227283478","878"
"2018","01","3659","W 17 St & 9 Ave","40.74294891660091","-74.00413691997528","876"
"2018","01","3315","Henry St & Degraw St","40.6847514","-73.99917254","868"
"2018","01","3656","E 2 St & Avenue A","40.72307749068673","-73.98583620786667","862"
"2018","01","276","Duane St & Greenwich St","40.71748752","-74.0104554","861"
"2018","01","406","Hicks St & Montague St","40.69512845","-73.99595065","860"
"2018","01","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","859"
"2018","01","3086","Graham Ave & Conselyea St","40.715143","-73.944507","857"
"2018","01","3173","Riverside Blvd & W 67 St","40.777507027547976","-73.98888587951659","849"
"2018","01","3423","West Drive & Prospect Park West","40.6610633719006","-73.97945255041122","847"
"2018","01","152","Warren St & Church St","40.71473993","-74.00910627","841"
"2018","01","3382","Carroll St & Smith St","40.680611","-73.99475825","840"
"2018","01","274","Lafayette Ave & Fort Greene Pl","40.68691865","-73.976682","836"
"2018","01","3288","E 88 St & 1 Ave","40.778301","-73.9488134","832"
"2018","01","247","Perry St & Bleecker St","40.73535398","-74.00483091","832"
"2018","01","3177","W 84 St & Broadway","40.7867947","-73.977112","831"
"2018","01","3293","W 92 St & Broadway","40.7921","-73.9739","830"
"2018","01","390","Duffield St & Willoughby St","40.69221589","-73.9842844","828"
"2018","01","3350","W 100 St & Broadway","40.7973721","-73.97041192","825"
"2018","01","310","State St & Smith St","40.68926942","-73.98912867","822"
"2018","01","3172","W 74 St & Columbus Ave","40.7785669","-73.97754961","810"
"2018","01","3420","Douglass St & 3 Ave","40.6802133","-73.98432695","806"
"2018","01","337","Old Slip & Front St","40.7037992","-74.00838676","796"
"2018","01","331","Pike St & Monroe St","40.71173107","-73.99193043","794"
"2018","01","392","Jay St & Tech Pl","40.695065","-73.987167","794"
"2018","01","3335","Union St & 4 Ave","40.6772744","-73.98282002","794"
"2018","01","3295","Central Park W & W 96 St","40.79127","-73.964839","793"
"2018","01","321","Cadman Plaza E & Red Cross Pl","40.69991755","-73.98971773","792"
"2018","01","3346","Berkeley Pl & 7 Ave","40.675146838709786","-73.97523209452629","790"
"2018","01","3356","Amsterdam Ave & W 66 St","40.7746671","-73.98470567","790"
"2018","01","243","Fulton St & Rockwell Pl","40.688226","-73.979382","788"
"2018","01","3283","W 89 St & Columbus Ave","40.7882213","-73.97041561","785"
"2018","01","3378","E 76 St & Park Ave","40.773763","-73.96222088","778"
"2018","01","3136","5 Ave & E 63 St","40.766368","-73.971518","773"
"2018","01","3351","E 102 St & 1 Ave","40.7869946","-73.94164802","765"
"2018","01","3151","E 81 St & York Ave","40.7728384","-73.94989233","763"
"2018","01","266","Avenue D & E 8 St","40.72368361","-73.97574813","762"
"2018","01","389","Broadway & Berry St","40.71044554","-73.96525063","755"
"2018","01","3486","Schermerhorn St & Bond St","40.688417427540834","-73.98451656103134","751"
"2018","01","3113","Greenpoint Ave & Manhattan Ave","40.73026","-73.95394","748"
